,message,created_time,label
112,Rishi OUR PRIORITIES  for U.K  bright and blessed future 🙏,2023-01-05T11:19:05+0000,2
155,"😱 🔵 Government announce plans to  introduce anti-strike laws 🟡: The Government has announced they are bringing forward legislation to enforce minimum service levels in health, rail, fire, borders and education services. 🟡: Minimum service levels won’t avert disruption. There will still be huge overcrowding and delays which is no good to people in an emergency. The best way to avoid disruption is to prevent these strikes in the first place, which means getting round the table with staff and employers to find a solution. 🟡: This looks like another attempt by the Conservatives to distract from their appalling mismanagement of the economy and from their failure to avert strikes in the first place. 🟡🔶🧡 We’ll be carefully scrutinising this legislation. But from what the government is saying, our concern is this simply won’t work.",2023-01-05T12:52:02+0000,0
52,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:44:44+0000,0
184,Yes yes 👏👏👏,2022-12-31T14:41:19+0000,2
128,"And especially to Ukrainian guests being hosted, supported and made welcome in this country, many by Lib Dem members. This is a very difficult time to be away from home and loved ones. 🤗",2023-01-07T17:33:37+0000,2
79,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! YET MORE TORY BREXITEER BROKEN PROMISES 🤡🤡🤡 Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping, Dental Crisis and much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2023-01-22T13:07:10+0000,0
38,Labour are on the side of the workers unlike this hard right wing Tory government who are to blame for the mess we are in 😡,2023-01-16T23:24:23+0000,0
211,"Yea christmas is on its way but no one can afford to eat or warm their house !!!!! Because you apparently well educated people🤦‍♂️ have ruined this country financially ! Top work 👍 glad your nice big houses are heated with your free heating and dodgy tax offsets , but dont worry about us and the nhs staff living out of their cars as they cant afford to live but still show up to work each day to save lives ! Should be ashamed of yourselves !",2022-12-07T22:18:17+0000,0
180,"PLEASE FOR GOODNESS  SAKE Wake up Britain💥 🇬🇧🇪🇺☀️! Stop these uncaring greedy lying dodgy Tory Brexiteers 🤡🤡🤡  Billionaire Brexiteer Sunak and his rich millionaire toadies are ALL bluster and NO action 🤡 They have done nothing on critical issues for years and are trying to privatise our NHS & asset strip our country 🤡🤡🤡 How can anyone TRUST these lying cheating Tories after their Russian involvement, Partygate, PPI Scandal, £37 Billion NHS Test & Trace Scam, Sewage Dumping and much, much more has been exposed ? ! 🤡🤡🤡 Please support the EU Liberal Democrats 🇬🇧🇪🇺🇺🇦 Rejoin the EU 🇬🇧🇪🇺🌟",2022-12-30T21:22:41+0000,0
43,"Wee, sleekit, cowrin, tim’rous beastie, 🐁  O, what a panic’s in thy breastie! Thou need na start awa sae hasty, Wi’ bickering brattle! I wad be laith to rin an’ chase thee, Wi’ murdering pattle!",2023-01-25T20:18:57+0000,1
93,Not that hard. Just re open those regional ( cottage ) hospitals closed a few years ago and many of which are sitting there empty and unused !! Why can't government see the simple solutions that are staring at them and everyone else can see 👀👀,2023-01-09T13:39:37+0000,0
156,Just watching Bridget Phillipson being interviewed. Really liked her. She’s appears to be all about the working class people and children’s future education. Seems to be a person who lives in the real world. I’m sure I’ll be shot down here though 😂,2022-11-27T11:00:39+0000,2
5,"Can you PLEASE PLEASE do something about all of our gas heating bills. I’ve never known it to be so high. So expensive.We are getting help for  Our electric, and not our gas. I’ve received a one off payment some time ago. Nothing since. The gas board seem very proud of their MASSIVE PROFITS. I feel we are being ripped off. Myself and my husband are pensioners, with a lot of health conditions. Please help us. Hoping the above somehow touches your heartstrings, not just for us but everyone. Hoping to hear back from you ASAP WITH GOOD NEWS.👌X",2023-01-29T08:27:57+0000,1
25,Excellent ❤️ love this congratulations ANDREW xx,2022-12-16T12:16:16+0000,2
48,"🟡Julia Davies a member of “Patriotic Millionaires” Here is what she says in the Guardian 🟡 Let’s be clear at the outset – the latest Nadhim Zahawi scandal isn’t just a tradesman forgetting to put a few jobs through the books. This is the man who was in charge of taxation, who by his own admission has been “careless” in abiding by the rules he was appointed to oversee. The stance of HM Revenue and Customs, in concluding that the deficiency was “careless and not deliberate”, also fails to impress.” 🟡 As a Patriotic Millionaire, part of a network from multiple industries and of differing backgrounds who want a more just, stable and inclusive economy and the end of extreme wealth, I see tax as investment in our public services and I would welcome being required to pay more tax as a person with the privilege of wealth.”  https://www.theguardian.com/commentisfree/2023/jan/25/nadhim-zahawi-british-millionaires-pay-taxes-nhs?CMP=Share_iOSApp_Other",2023-01-25T19:15:21+0000,1
19,These benefits - are they going to be kept a secret for much longer cos people are getting curious 😂,2023-01-23T13:55:51+0000,0
256,🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿Happy St George's Day 365 days a year It seems every Nation is encouraged to be Proud and Nationalistic except the English,2022-12-03T21:29:45+0000,2
104,Such a pity that people listened to JOHNSON in 2019! We would ALL have had free broadband if we had voted for Corbyn instead. It’s amazing that Tories are such slow learners.  Now we are stuck with the Chaotic Cons! 😢,2023-01-07T17:31:14+0000,0
194,Good luck England 🙏🏾🙏🏾🥰🥰,2022-12-10T18:30:08+0000,2
190,"The problem with demanding a detailed plan from Labour now, is that we don't know how big a mess the Tories will leave behind them when they go. I just know it will be big.☹",2022-11-19T17:37:00+0000,0
142,✔️ fuel bills through the roof ✔️ 12 hour waits for an ambulance and can't get a doctors appointment ✔️ victims crime just given a reference number as police don't have the resources to investigate,2022-12-29T16:20:52+0000,0
116,"🔶 Ambulance staff numbers fall  as NHS crisis worsens 🟡 There are fewer full-time ambulance staff compared to 2015, new figures we've uncovered through House of Commons Library research have revealed. 🟡 It is no wonder ambulance waiting times have reached dangerous levels when the Government has failed to recruit more paramedics. 🟡 This once again proves the blame for the NHS crisis lies squarely with the Conservative Government. 🟡 More lives will be lost if the Government does not act now. Ministers must launch an emergency recruitment campaign to staff our ambulances and save lives.",2023-01-09T20:36:24+0000,0
277,"Can you tell me why, when we are being told to tighten our belts, the taxpayer are having to pay for government staff Christmas parties?  Are you serious🤬",2022-11-25T22:21:25+0000,0
11,Forward towards a govt of integrity for all the people🌹,2022-12-21T09:46:14+0000,2
152,Funniest political joke I've heard for ages 🤣🤣🤣,2022-11-26T19:58:46+0000,0
64,Higher education spent £30 million on diversity this could have helped children's education 🤔,2022-12-10T11:00:30+0000,0
49,"🔶🟡 Zahawi must be sacked or suspended 🟡 Every day that Nadhim Zahawi clings on does more damage to Rishi Sunak’s credibility. 🟡 The Conservative Party is stuck in an endless cycle of sleaze and chaos, while the country suffers from a cost of living and NHS crisis. 🟡 What more will it take for Sunak to finally do the right thing and sack Zahawi, or at least suspend him for the duration of this investigation? 🟡 He promised his government would have integrity and accountability, but instead once again it’s one rule for them and another for everyone else. 🔵 Looking forward to PM Question time, 🕛 today.",2023-01-25T09:43:07+0000,0
149,Not a normal house all the lights are on 😡,2022-12-25T14:21:06+0000,0
85,"The Labour Party lost all credibility a decade ago as they became red tories.  The issue with delaying until the de-facto referendum in two years time. Is that people are suffering and are being removed from claiming benefits now. It will only get worse in the next two years especially for those with children who will have to wait 4-13 weeks for new claims to be paid. Never trust a Tory with the truth.  ❌  Record un-employment is a ""Conservative lie"" ☠️ Record numbers sanctioned from claiming benefits is a fact 📢 Complain to the DWP Directly - epass.team@dwp.gov.uk  In last two quarters, adverse sanction decisions on UC full service have increased. In March 2022, they reached a peak of 59,000, which is the highest ever. The increase in the UC sanction rate has continued since June 2021 and in May 2022 the rate was 5.93%.The projection shows that it will be at 11.11%. This is to reduce the number of claimants receiving the cost of living payment that was awarded to all universal claimants receiving benefits not those waiting or that had been sanctioned from benefits.  https://www.gov.uk/government/statistics/benefit-sanctions-statistics-to-april-2022-experimental/benefit-sanctions-statistics-to-april-2022-experimental  Visit Scotland Scottish for the image showing the projected figures.",2022-12-08T05:33:50+0000,0
